customer_id,age,gender,city,state,membership_type,annual_income,occupation,education_level,marital_status,number_of_children,preferred_device,app_usage_hours,avg_session_duration,products_viewed_per_visit,cart_additions,abandoned_carts,monthly_orders,avg_order_value,total_spending,discount_usage_rate,coupon_redemptions,return_rate,preferred_category,payment_method,failed_payment_attempts,delivery_delay_days,customer_support_calls,satisfaction_score,loyalty_points,social_media_engagement,email_click_rate,push_notification_response,referral_count,website_visits_per_month,last_purchase_days_ago,churn_risk_score,fraud_flag,subscription_active,high_value_customer
10863,62,Female,Jaipur,Maharashtra,Gold,150000.0,Analyst,Bachelor,Married,1,Tablet,7.06,49.65,19,5,5,8,4490.49,215543.52,0.5,15,0.28,Books,Debit Card,3,8,8,4.9,13705,84.44,0.03,0.17,16,27,97,0.24,0,0,0
10864,57,Other,Bangalore,Maharashtra,Gold,899149.51,Doctor,PhD,Single,1,Mobile,7.23,44.36,15,12,2,7,5877.83,781751.39,0.14,17,0.19,Sports,Net Banking,3,9,4,2.86,1215,95.98,0.72,0.2,9,20,269,0.47,0,1,0
10865,40,Female,Delhi,Tamil Nadu,Gold,691990.53,Lawyer,Master,Single,4,Desktop,5.17,33.78,49,10,5,5,5190.89,570997.9,0.2,4,0.27,Sports,COD,1,9,9,1.31,20534,80.8,0.6,0.35,18,39,252,0.77,1,1,0
10866,45,Other,Mumbai,Rajasthan,Silver,975573.44,Teacher,Master,Single,4,Tablet,5.13,15.79,21,20,0,6,6444.07,270650.94,0.52,0,0.24,Fashion,Credit Card,3,6,8,3.64,24158,10.55,0.79,0.47,4,112,351,0.09,1,0,0
10867,22,Male,Hyderabad,Maharashtra,Platinum,,Manager,High School,Single,4,Mobile,5.3,41.77,42,9,9,11,6768.05,1116728.25,0.76,12,0.42,Books,Debit Card,4,3,7,2.47,11074,62.75,0.85,0.74,3,54,287,0.87,0,1,0
10868,22,Female,Jaipur,Tamil Nadu,Gold,1150241.56,Manager,PhD,Married,2,Desktop,6.91,45.73,7,20,5,10,5422.52,1247179.6,0.88,24,0.28,Books,Credit Card,2,3,12,3.75,24894,44.97,0.21,0.6,5,88,135,0.64,1,1,0
10869,51,Male,Bangalore,Telangana,Platinum,1098540.77,Doctor,High School,Single,1,Mobile,2.9,40.8,34,4,7,10,5431.14,814671.0,0.69,24,0.06,Beauty,Net Banking,1,8,12,3.26,17051,68.68,0.48,0.16,16,118,115,0.68,0,1,0
10870,19,Female,Jaipur,Karnataka,Silver,749783.47,Lawyer,High School,Single,1,Tablet,3.04,38.77,48,11,9,4,4165.19,349875.96,0.34,1,0.35,Groceries,Debit Card,4,4,4,2.71,3769,47.17,0.81,0.74,5,55,196,0.17,0,0,0
10871,43,Other,Kolkata,Karnataka,Platinum,886555.15,Analyst,Bachelor,Single,2,Mobile,4.27,38.81,22,16,3,4,5059.79,222630.76,0.4,9,0.2,Home,UPI,2,7,3,1.66,10618,79.1,0.89,0.32,18,25,187,0.62,1,0,0
10872,36,Other,Kolkata,Delhi,Silver,871492.57,Lawyer,Bachelor,Married,0,Desktop,6.25,6.85,26,4,4,12,8931.04,1821932.16,0.84,4,0.45,Books,UPI,4,9,9,1.86,17134,79.84,0.87,0.08,7,104,131,0.78,1,1,0
10873,32,Female,Hyderabad,Tamil Nadu,Platinum,506938.87,Designer,Bachelor,Married,1,Tablet,0.65,48.43,6,19,0,9,2094.02,113077.08,0.94,2,0.48,Groceries,Credit Card,4,0,3,3.88,7036,73.05,0.45,0.29,11,18,219,0.89,1,1,0
10874,58,Female,Bangalore,Tamil Nadu,Gold,915849.22,Doctor,PhD,Married,0,Desktop,4.17,44.21,20,12,0,7,6632.54,464277.8,0.24,2,0.19,Beauty,Debit Card,3,3,10,1.38,1645,58.69,0.17,0.56,0,63,181,0.41,1,1,0
10875,50,Female,Chennai,Delhi,Platinum,903484.97,Doctor,High School,Single,0,Desktop,6.24,4.27,9,19,1,9,1869.85,252429.75,0.7,7,0.42,Books,Net Banking,3,8,8,1.29,10138,39.3,0.94,0.75,9,99,28,0.37,0,1,0
10876,18,Other,Mumbai,West Bengal,Platinum,1008113.71,Engineer,Master,Married,0,Mobile,2.42,54.34,25,3,2,6,6395.86,230250.96,0.96,8,0.28,Home,UPI,2,7,9,2.09,8061,51.35,0.73,0.3,14,15,101,0.42,0,0,0
10877,53,Male,Delhi,Karnataka,Silver,548783.41,Engineer,High School,Married,1,Mobile,5.65,3.41,21,8,8,8,2850.74,364894.72,0.57,5,0.35,Home,Credit Card,1,9,15,2.95,22550,13.02,0.21,0.41,14,51,172,0.16,0,1,0
10878,29,Male,Chennai,Tamil Nadu,Platinum,968707.68,Engineer,PhD,Single,0,Desktop,1.2,4.74,4,10,0,8,5956.67,762453.76,0.32,19,0.13,Electronics,Credit Card,2,5,13,4.31,10934,16.43,0.34,0.63,8,8,2,0.48,0,0,0
10879,60,Female,Kolkata,Maharashtra,Platinum,509820.94,Designer,Master,Married,2,Mobile,4.81,22.67,32,5,6,7,2180.44,366313.92,0.74,10,0.01,Electronics,Credit Card,3,5,15,1.93,22464,88.6,0.14,0.9,19,32,146,0.12,1,1,0
10880,42,Other,Delhi,Tamil Nadu,Platinum,905582.35,Manager,PhD,Single,1,Desktop,2.65,26.36,26,5,3,5,3989.25,199462.5,0.31,5,0.37,Groceries,Credit Card,1,0,14,1.77,17231,15.24,0.8,0.35,12,62,357,0.54,0,0,0
10881,32,Other,Bangalore,West Bengal,Gold,150000.0,Student,Bachelor,Single,4,Desktop,6.6,51.15,19,2,10,6,2215.76,79767.36,0.52,8,0.22,Electronics,COD,0,5,7,2.64,1130,35.82,0.23,0.72,20,117,178,0.73,0,0,0
10882,37,Female,Delhi,Delhi,Silver,767818.41,Designer,High School,Married,4,Tablet,2.76,34.01,35,1,0,7,1349.89,160636.91,0.9,18,0.07,Electronics,Net Banking,2,6,9,3.69,23348,89.89,0.93,0.03,16,31,214,0.52,0,1,0
10883,21,Male,Chennai,Delhi,Gold,999536.39,Teacher,Bachelor,Single,4,Desktop,6.79,29.39,24,18,8,6,4394.55,184571.1,0.21,14,0.25,Books,Debit Card,1,1,6,2.38,14469,22.47,0.84,0.96,6,33,351,0.84,0,1,0
10884,22,Other,Hyderabad,Delhi,Platinum,812745.88,Engineer,Bachelor,Single,2,Mobile,5.01,38.01,41,11,6,8,2652.9,382017.6,0.8,16,0.16,Fashion,Net Banking,2,4,12,1.56,18915,16.91,0.84,0.69,2,15,171,0.66,0,0,0
10885,34,Male,Chennai,Telangana,Platinum,778556.03,Student,PhD,Married,2,Desktop,7.43,31.83,7,18,5,8,3503.25,504468.0,0.89,2,0.32,Beauty,COD,3,3,14,2.36,1648,8.08,0.95,0.7,12,6,243,0.19,1,1,0
10886,49,Female,Pune,Tamil Nadu,Platinum,512943.93,Doctor,Master,Single,3,Tablet,2.03,34.07,14,3,0,15,2096.77,314515.5,0.96,9,0.39,Electronics,Credit Card,1,0,13,2.29,24218,60.9,0.36,0.35,19,26,103,0.65,1,1,0
10887,31,Other,Kolkata,Telangana,Silver,862440.21,Analyst,Master,Married,1,Desktop,4.85,51.96,9,10,0,5,3077.46,323133.3,0.92,23,0.25,Home,Credit Card,2,3,0,2.34,8729,53.01,0.71,0.14,16,43,273,0.37,0,0,0
10888,61,Other,Jaipur,West Bengal,Silver,265723.38,Engineer,PhD,Married,4,Desktop,0.6,45.65,17,5,6,11,6442.18,850367.76,0.17,20,0.32,Electronics,Debit Card,4,0,5,2.81,4499,20.7,0.12,0.45,19,118,341,0.62,0,0,0
10889,56,Male,Chennai,West Bengal,Gold,1089703.49,Lawyer,Master,Single,1,Desktop,0.74,41.78,41,10,7,7,5193.37,436243.08,0.93,0,0.07,Books,Debit Card,5,6,4,1.62,18534,50.89,0.99,0.61,12,26,363,0.22,1,1,0
10890,31,Male,Delhi,Maharashtra,Platinum,853489.76,Student,PhD,Married,4,Desktop,5.05,58.77,28,1,4,8,5232.12,251141.76,0.73,23,0.14,Sports,COD,2,8,2,3.27,2922,21.87,0.38,0.18,4,81,145,0.95,1,1,0
10891,61,Other,Kolkata,Rajasthan,Gold,672873.66,Manager,Master,Single,0,Mobile,1.44,14.16,32,3,0,8,5398.92,777444.48,0.38,24,0.18,Books,Debit Card,4,5,2,1.87,12161,50.19,0.13,0.25,1,81,214,0.58,1,0,0
10892,65,Male,Mumbai,Maharashtra,Silver,709295.48,Manager,PhD,Single,4,Tablet,7.14,49.17,45,20,3,8,2366.89,321897.04,0.3,9,0.33,Groceries,Credit Card,2,8,12,1.1,23126,45.19,0.54,0.31,1,116,270,0.13,1,0,0
10893,54,Other,Kolkata,Delhi,Silver,1376281.13,Engineer,High School,Married,1,Desktop,5.47,2.7,15,0,3,8,3542.83,198398.48,0.85,3,0.03,Home,Net Banking,0,3,13,3.05,6315,75.38,0.17,0.47,3,68,56,0.16,1,1,0
10894,60,Male,Bangalore,Telangana,Gold,677728.64,Designer,Bachelor,Married,2,Mobile,2.1,58.82,24,14,7,5,1936.8,164628.0,0.15,11,0.42,Home,Net Banking,0,6,9,4.68,18590,15.42,0.0,0.49,1,23,60,0.66,1,1,0
10895,20,Other,Delhi,Rajasthan,Gold,399641.45,Engineer,PhD,Single,4,Tablet,4.65,51.7,38,19,0,7,3252.23,273187.32,0.47,10,0.36,Electronics,COD,5,7,0,1.2,24986,6.71,0.59,0.43,2,5,16,0.66,1,1,0
10896,39,Other,Jaipur,Karnataka,Gold,774753.87,Lawyer,Bachelor,Married,0,Desktop,7.77,6.47,50,3,4,7,6293.45,792974.7,0.86,7,0.02,Sports,UPI,5,9,9,2.36,18298,26.11,0.04,0.14,13,11,365,0.05,0,0,0
10897,61,Male,Kolkata,Karnataka,Gold,808056.71,Analyst,High School,Married,0,Desktop,6.21,27.01,35,12,7,11,5249.36,404200.72,0.59,3,0.44,Electronics,Credit Card,1,6,11,4.32,4974,87.4,0.94,0.0,18,85,164,0.71,0,1,0
10898,46,Other,Pune,West Bengal,Silver,724637.3,Teacher,Master,Single,4,Desktop,0.61,51.71,13,20,0,8,6144.3,835624.8,0.34,21,0.38,Fashion,Net Banking,3,6,6,3.61,8976,22.1,0.33,0.78,3,11,193,0.58,1,0,0
10899,63,Other,Pune,Tamil Nadu,Gold,1429998.3,Designer,High School,Married,1,Tablet,6.52,26.73,36,16,9,10,5398.44,701797.2,0.88,5,0.07,Groceries,COD,2,5,5,3.82,22252,54.62,0.86,0.09,9,22,349,0.25,0,1,1
10900,47,Other,Bangalore,Rajasthan,Silver,742455.28,Analyst,PhD,Married,3,Tablet,3.88,47.34,45,6,10,9,4526.35,936954.45,0.54,20,0.32,Books,Net Banking,1,2,9,4.81,3020,47.32,0.07,0.85,0,26,128,0.79,0,1,0
10901,23,Male,Mumbai,Maharashtra,Gold,774026.16,Teacher,Master,Single,0,Tablet,4.39,13.1,30,12,5,7,3485.42,146387.64,0.95,27,0.48,Home,Debit Card,2,10,8,1.57,16133,70.9,0.43,0.94,4,94,140,0.69,0,1,0
10902,39,Female,Chennai,Telangana,Silver,1004971.09,Manager,PhD,Married,2,Mobile,3.63,7.79,39,14,2,11,4215.15,1066432.95,0.72,10,0.45,Books,COD,4,4,14,3.54,9220,9.47,0.53,0.21,14,99,261,0.04,0,0,1
10903,28,Female,Hyderabad,Karnataka,Platinum,972518.09,Doctor,Bachelor,Single,4,Tablet,7.07,4.64,12,11,10,7,6234.76,349146.56,0.93,21,0.08,Groceries,Debit Card,1,1,13,2.0,5714,70.9,0.14,0.43,18,113,337,0.81,0,1,0
10904,41,Male,Mumbai,Telangana,Gold,952692.29,Student,High School,Single,3,Mobile,4.71,37.68,24,8,10,13,3876.56,1108696.16,0.73,15,0.14,Groceries,UPI,1,4,5,2.12,10680,88.63,0.54,0.26,15,18,276,0.1,0,1,0
10905,55,Male,Jaipur,Rajasthan,Silver,634037.65,Engineer,PhD,Married,3,Mobile,5.57,50.97,26,1,2,4,4215.59,370971.92,0.02,4,0.17,Groceries,Net Banking,2,9,11,,14795,68.51,0.5,0.9,6,22,91,0.21,0,1,0
10906,55,Female,Pune,Rajasthan,Gold,150000.0,Doctor,High School,Married,3,Mobile,2.63,56.35,3,5,9,7,6252.07,919054.29,0.44,1,0.4,Books,Net Banking,5,5,10,2.57,23680,66.07,0.09,0.32,15,103,51,0.38,0,1,0
10907,65,Female,Delhi,West Bengal,Platinum,902967.56,Manager,Master,Single,3,Tablet,7.59,56.58,9,0,1,12,1298.49,233728.2,0.38,22,0.32,Beauty,Credit Card,1,3,3,1.37,24929,89.02,0.02,0.33,2,7,102,0.32,1,1,0
10908,44,Male,Jaipur,Karnataka,Platinum,652899.31,Lawyer,PhD,Married,1,Desktop,6.08,23.08,30,2,7,8,3127.8,250224.0,0.54,0,0.34,Beauty,COD,3,9,5,4.07,1925,28.47,0.64,0.95,12,46,114,0.91,1,0,0
10909,47,Female,Mumbai,Telangana,Platinum,781616.71,Doctor,High School,Single,3,Desktop,0.81,16.54,37,11,3,11,5593.85,922985.25,0.24,5,0.08,Books,COD,3,9,13,4.58,15150,71.26,0.81,0.59,12,70,200,0.5,1,1,0
10910,27,Male,Pune,Tamil Nadu,Silver,923926.74,Engineer,Master,Married,2,Mobile,2.09,25.28,50,15,3,4,5234.19,397798.44,0.58,27,0.12,Electronics,Net Banking,4,3,12,1.39,7584,22.06,0.07,0.93,9,12,73,0.32,1,0,0
10911,22,Other,Hyderabad,West Bengal,Gold,890825.83,Teacher,PhD,Married,4,Desktop,7.96,23.21,8,3,1,8,5597.0,537312.0,0.06,5,0.16,Home,Net Banking,1,5,10,1.68,6021,16.01,0.21,0.9,6,46,259,0.84,0,0,0
10912,23,Female,Chennai,Delhi,Gold,314031.74,Engineer,Master,Married,3,Tablet,0.89,57.28,46,9,2,12,5265.31,379102.32,0.34,5,0.03,Groceries,Net Banking,4,6,2,3.14,11629,38.95,0.25,0.62,6,29,297,0.86,0,1,0
10913,64,Other,Jaipur,Telangana,Silver,861689.38,Analyst,High School,Single,4,Tablet,4.44,35.13,37,18,10,9,7436.96,736259.04,0.82,6,0.24,Beauty,UPI,3,4,6,1.9,3825,50.95,0.09,0.39,9,44,268,0.45,0,0,0
10914,48,Male,Delhi,West Bengal,Platinum,1285329.86,Lawyer,Master,Single,0,Mobile,2.11,37.97,48,9,8,9,4161.55,524355.3,0.4,21,0.06,Groceries,COD,1,7,5,2.43,24012,22.23,0.53,0.14,6,61,42,0.46,1,1,0
10915,59,Other,Chennai,Tamil Nadu,Silver,846424.79,Manager,PhD,Married,4,Tablet,3.95,56.18,39,9,7,9,3393.53,366501.24,0.82,17,0.25,Books,Net Banking,1,7,1,3.59,23971,87.61,0.44,0.72,20,82,66,0.34,1,0,1
10916,40,Other,Pune,Maharashtra,Silver,1057465.0,Manager,Bachelor,Single,0,Mobile,7.38,40.81,45,8,0,8,3511.03,337058.88,0.12,19,0.36,Fashion,Credit Card,2,3,5,2.48,21299,20.79,0.45,0.07,12,41,32,0.78,1,0,0
10917,57,Female,Chennai,West Bengal,Gold,959849.95,Designer,PhD,Married,0,Mobile,1.78,32.36,20,0,5,5,2534.51,164743.15,0.02,15,0.09,Fashion,COD,1,7,5,2.56,7936,15.3,0.33,0.46,15,69,84,0.52,0,1,0
10918,62,Female,Bangalore,Maharashtra,Platinum,554871.16,Designer,PhD,Married,4,Tablet,6.05,59.41,18,15,3,5,1021.45,56179.75,0.49,21,0.37,Fashion,Credit Card,4,6,2,2.89,9509,30.65,0.32,0.83,3,37,324,0.29,0,1,0
10919,37,Other,Hyderabad,Karnataka,Silver,933460.32,Teacher,Bachelor,Married,4,Tablet,2.71,43.27,42,17,1,9,4439.11,479423.88,0.04,24,0.27,Sports,Debit Card,4,6,7,2.54,14745,58.14,0.88,0.85,11,58,62,0.38,1,1,0
10920,47,Female,Chennai,Tamil Nadu,Silver,748446.91,Teacher,PhD,Married,4,Mobile,7.48,9.19,48,4,3,6,6271.51,338661.54,0.13,0,0.1,Fashion,Net Banking,5,5,9,4.39,19513,8.7,0.21,0.69,5,66,28,0.54,1,0,0
10921,60,Other,Pune,Delhi,Platinum,255294.79,Doctor,High School,Single,2,Mobile,7.0,58.44,28,0,3,3,4268.72,256123.2,0.27,5,0.47,Beauty,UPI,3,9,14,3.16,6937,30.37,0.31,0.74,4,45,0,0.02,0,0,0
10922,56,Female,Bangalore,Delhi,Silver,906579.22,Manager,Master,Single,3,Desktop,3.23,47.37,38,16,7,6,4574.68,548961.6,0.39,18,0.24,Beauty,Debit Card,1,9,13,4.58,19939,68.32,0.13,0.96,7,54,112,0.34,1,1,0
10923,58,Female,Mumbai,Delhi,Platinum,916555.8,Lawyer,Bachelor,Single,4,Mobile,7.92,57.67,19,20,6,6,4366.34,419168.64,0.16,17,0.37,Fashion,Credit Card,4,0,6,1.53,8840,65.07,0.28,0.04,12,117,89,0.61,0,1,0
10924,57,Female,Hyderabad,Tamil Nadu,Gold,991083.39,Student,Master,Married,4,Desktop,4.44,46.63,24,10,1,10,4967.76,298065.6,0.09,20,0.23,Beauty,Net Banking,4,10,3,3.2,20245,97.99,0.7,0.22,0,66,356,0.99,1,1,0
10925,59,Female,Jaipur,Telangana,Platinum,1525028.39,Analyst,High School,Single,3,Desktop,6.63,20.52,49,15,5,4,1489.35,107233.2,0.84,1,0.12,Groceries,Debit Card,0,9,5,3.37,17661,33.39,0.98,0.53,19,12,77,0.57,0,0,0
10926,55,Male,Hyderabad,Maharashtra,Gold,739090.69,Lawyer,Master,Married,3,Tablet,1.56,46.9,43,4,0,11,2576.57,368449.51,0.27,8,0.22,Fashion,UPI,0,8,10,2.0,7749,35.04,0.43,0.29,3,77,329,0.6,0,0,0
10927,32,Other,Pune,Maharashtra,Platinum,616375.36,Doctor,High School,Married,0,Mobile,7.41,53.94,46,8,4,7,4383.56,675068.24,0.43,23,0.22,Fashion,UPI,2,2,6,1.33,14582,45.07,0.87,0.72,5,111,271,0.99,0,0,0
10928,47,Other,Kolkata,Tamil Nadu,Platinum,1118710.01,Student,PhD,Single,4,Desktop,7.63,48.57,28,9,0,15,5384.2,1938312.0,0.74,26,0.42,Books,Credit Card,1,7,15,1.96,2503,4.15,0.43,0.12,18,57,93,0.08,0,0,0
10929,20,Female,Chennai,Karnataka,Silver,981487.83,Lawyer,Master,Married,4,Tablet,3.46,24.42,29,18,0,12,4350.39,678660.84,0.36,10,0.13,Groceries,UPI,5,3,8,4.2,13069,79.71,0.84,0.09,8,32,91,0.85,1,0,0
10930,63,Male,Mumbai,Karnataka,Platinum,871732.93,Designer,Bachelor,Single,2,Tablet,4.6,52.06,28,16,0,13,4933.67,1346891.91,0.66,8,0.26,Fashion,Debit Card,3,8,5,1.09,17295,99.71,0.61,0.57,6,76,22,0.08,1,0,0
10931,52,Female,Delhi,Delhi,Gold,649622.35,Designer,High School,Married,4,Mobile,5.46,33.3,14,2,7,3,3778.59,136029.24,0.1,27,0.39,Electronics,Credit Card,5,3,9,1.13,23938,82.58,0.62,0.22,12,97,278,0.2,1,0,0
10932,23,Female,Delhi,Rajasthan,Gold,764372.84,Teacher,Bachelor,Married,3,Desktop,3.12,23.46,33,0,9,8,4692.99,525614.88,0.52,27,0.05,Beauty,Credit Card,3,5,10,3.92,7376,44.24,0.14,0.79,2,83,31,0.01,0,1,0
10933,64,Female,Pune,West Bengal,Platinum,540913.07,Engineer,PhD,Single,3,Tablet,7.31,49.81,4,12,5,9,3342.35,451217.25,0.27,1,0.06,Electronics,COD,5,0,7,2.54,18507,70.87,0.4,0.38,12,100,235,0.37,0,1,0
10934,22,Male,Pune,Rajasthan,Platinum,490626.45,Teacher,Bachelor,Single,4,Desktop,3.23,35.8,27,16,9,9,3008.05,351941.85,0.77,4,0.3,Home,COD,0,9,8,4.26,1244,84.87,0.12,0.91,5,80,342,0.51,0,0,0
10935,43,Female,Chennai,Rajasthan,Platinum,354565.26,Doctor,Master,Single,2,Tablet,3.35,6.1,50,2,5,8,5716.9,365881.6,0.08,2,0.12,Groceries,COD,1,6,10,1.32,8637,62.32,0.56,0.17,3,93,304,0.65,0,1,0
10936,26,Other,Kolkata,Karnataka,Platinum,1340273.73,Student,PhD,Married,0,Tablet,5.1,23.25,46,11,2,8,1754.65,112297.6,0.49,14,0.32,Beauty,Net Banking,1,9,2,1.47,4159,50.63,0.53,0.29,1,101,108,0.06,1,1,0
10937,29,Other,Jaipur,Rajasthan,Silver,845943.87,Analyst,PhD,Married,1,Desktop,4.36,59.96,42,15,5,7,5259.89,699565.37,0.71,5,0.34,Groceries,Debit Card,2,6,10,4.32,15491,59.42,0.59,0.16,3,107,224,0.62,0,1,0
10938,22,Male,Kolkata,Telangana,Gold,850317.74,Teacher,PhD,Single,3,Tablet,0.51,52.43,24,13,8,10,3291.65,460831.0,0.74,21,0.48,Electronics,Credit Card,1,6,1,2.6,9300,49.54,0.58,0.96,18,65,176,0.99,0,0,0
10939,20,Male,Pune,Tamil Nadu,Platinum,904421.09,Student,Bachelor,Single,2,Desktop,2.35,39.17,42,8,7,9,7640.77,1444105.53,0.22,10,0.04,Beauty,UPI,5,2,3,1.82,20993,54.74,0.96,0.61,12,76,225,0.18,1,0,0
10940,29,Female,Mumbai,West Bengal,Gold,1270368.89,Teacher,High School,Married,4,Mobile,7.51,52.8,47,20,7,6,1646.17,108647.22,0.07,11,0.41,Groceries,Credit Card,4,5,4,4.68,277,88.22,0.41,0.86,15,60,250,0.48,0,0,0
10941,53,Male,Delhi,West Bengal,Platinum,802957.56,Manager,Bachelor,Married,3,Tablet,6.46,23.91,10,13,6,12,2122.44,229223.52,0.6,25,0.37,Home,Net Banking,1,6,4,4.78,14257,11.83,0.45,0.26,9,97,174,0.78,1,0,0
10942,61,Other,Kolkata,Telangana,Gold,707439.95,Designer,PhD,Single,0,Tablet,1.71,42.15,16,20,10,5,3872.54,406616.7,0.27,7,0.0,Books,COD,2,8,12,2.69,20203,95.86,0.83,0.89,19,26,229,0.93,1,0,0
10943,35,Male,Mumbai,Rajasthan,Gold,357017.35,Manager,Bachelor,Married,1,Mobile,4.17,44.29,21,7,5,5,5847.07,643177.7,0.72,17,0.04,Sports,COD,1,9,12,3.69,2701,56.41,0.69,0.05,8,23,355,0.94,0,1,0
10944,38,Female,Kolkata,Karnataka,Silver,150000.0,Engineer,High School,Single,3,Desktop,2.33,40.51,18,2,3,10,1800.27,252037.8,0.56,11,0.34,Electronics,Debit Card,0,6,8,1.13,9659,77.12,0.39,0.07,20,36,142,0.9,0,1,0
10945,26,Male,Kolkata,Maharashtra,Silver,880371.99,Doctor,High School,Single,4,Mobile,5.18,52.77,45,11,7,10,3473.32,347332.0,0.28,23,0.14,Sports,UPI,4,8,13,2.39,22048,91.98,0.15,0.92,6,111,231,0.18,0,1,0
10946,65,Other,Hyderabad,Maharashtra,Gold,423002.04,Lawyer,PhD,Single,0,Desktop,3.82,4.94,3,3,3,6,4881.39,615055.14,0.55,14,0.48,Groceries,UPI,1,6,8,2.66,24415,29.96,0.94,0.95,7,117,353,0.39,1,1,0
10947,41,Other,Mumbai,Tamil Nadu,Silver,674640.18,Lawyer,Master,Single,2,Desktop,5.03,13.33,15,15,8,7,3116.3,349025.6,0.49,22,0.47,Home,Debit Card,1,1,10,,14308,93.2,0.41,0.32,13,44,73,0.26,0,1,0
10948,38,Male,Jaipur,Telangana,Silver,1039158.49,Analyst,High School,Married,0,Mobile,2.69,18.62,38,12,5,8,2598.18,207854.4,0.66,4,0.35,Books,UPI,3,2,0,3.84,13549,1.27,0.98,0.86,4,27,275,0.75,1,1,0
10949,62,Other,Bangalore,Karnataka,Gold,709995.08,Student,High School,Married,3,Tablet,6.62,22.8,13,15,0,12,7374.02,1238835.36,0.93,2,0.21,Groceries,Credit Card,1,10,14,1.31,21839,6.57,0.51,0.92,10,31,118,0.17,0,0,0
10950,48,Male,Hyderabad,Karnataka,Silver,602822.91,Engineer,PhD,Married,0,Tablet,7.46,59.74,27,5,4,9,6264.26,338270.04,0.78,17,0.41,Electronics,Net Banking,0,5,7,4.76,11715,42.11,0.02,0.41,8,84,244,0.47,1,0,1
10951,23,Other,Jaipur,West Bengal,Platinum,764292.67,Student,Bachelor,Married,0,Tablet,4.89,50.54,17,17,6,5,1179.69,35390.7,0.07,13,0.21,Fashion,Credit Card,3,8,2,1.03,9186,85.61,0.41,0.51,4,111,353,0.97,0,0,0
10952,24,Other,Pune,Tamil Nadu,Gold,398022.79,Manager,PhD,Single,0,Desktop,3.81,41.43,20,15,0,5,4963.39,347437.3,0.78,19,0.46,Electronics,Credit Card,3,2,9,4.48,24296,55.54,0.42,0.24,4,70,355,0.07,0,0,0
10953,34,Female,Pune,Karnataka,Gold,1312418.95,Student,PhD,Single,3,Desktop,3.22,35.49,9,10,0,9,300.0,51300.0,0.93,0,0.24,Electronics,Net Banking,1,5,11,4.26,10514,12.62,0.87,0.82,3,66,22,0.48,0,1,0
10954,41,Other,Bangalore,Telangana,Platinum,1128207.91,Teacher,Master,Married,3,Tablet,1.94,58.26,32,7,2,6,6792.06,366771.24,0.43,5,0.4,Groceries,Net Banking,3,0,6,1.31,11409,21.87,0.79,0.93,18,27,44,0.11,1,0,0
10955,31,Other,Pune,Tamil Nadu,Silver,639077.48,Designer,Master,Married,2,Mobile,4.44,53.3,6,7,8,5,5060.8,556688.0,0.82,3,0.22,Sports,UPI,1,6,11,1.07,4334,98.73,0.38,0.5,4,36,339,0.43,1,1,0
10956,40,Other,Chennai,Karnataka,Gold,1185941.5,Teacher,Bachelor,Married,2,Desktop,3.68,44.24,37,16,8,12,6728.44,565188.96,0.53,4,0.47,Sports,COD,5,5,12,4.41,5575,34.06,0.21,0.31,20,29,246,0.34,0,0,1
10957,38,Other,Mumbai,West Bengal,Platinum,805963.85,Lawyer,PhD,Single,0,Tablet,6.05,22.96,16,5,5,10,6284.09,439886.3,0.29,12,0.12,Groceries,Net Banking,2,7,1,4.92,20271,62.41,0.92,0.65,4,98,231,0.37,0,0,1
10958,38,Other,Hyderabad,Karnataka,Silver,,Manager,Master,Married,2,Tablet,2.34,27.7,11,16,7,8,3496.35,363620.4,0.21,11,0.04,Fashion,Credit Card,2,7,10,2.54,3165,8.68,0.67,0.46,20,109,87,0.96,0,0,0
10959,47,Male,Hyderabad,Maharashtra,Gold,848222.18,Manager,Master,Married,2,Tablet,3.7,36.13,7,17,7,4,4777.65,133774.2,0.09,7,0.18,Groceries,Debit Card,0,1,15,4.39,20975,22.92,0.69,0.6,5,54,96,0.08,1,1,0
10960,23,Other,Pune,Delhi,Gold,632272.18,Engineer,Master,Single,4,Desktop,7.89,53.17,39,4,6,5,5260.98,605012.7,0.11,28,0.37,Books,Debit Card,5,7,10,4.04,11082,26.34,0.39,0.05,3,72,53,0.35,1,0,0
10961,27,Other,Pune,Tamil Nadu,Silver,491502.98,Engineer,PhD,Married,1,Mobile,0.92,41.79,47,19,1,6,2013.76,181238.4,0.82,22,0.11,Electronics,COD,1,0,9,3.52,22886,78.93,0.75,0.41,13,103,325,0.59,0,1,0
10962,64,Other,Hyderabad,Rajasthan,Gold,834438.39,Designer,Bachelor,Single,3,Mobile,2.41,56.33,2,13,4,7,4247.79,594690.6,0.85,3,0.32,Home,Credit Card,0,8,0,2.32,22023,45.54,0.43,0.24,0,9,69,0.23,1,0,0
10963,26,Male,Kolkata,Karnataka,Platinum,734733.03,Lawyer,Bachelor,Single,4,Tablet,2.91,55.8,26,1,2,9,3423.95,677942.1,0.72,4,0.12,Sports,COD,0,8,9,3.49,14995,33.38,0.31,0.07,12,34,335,0.7,1,1,0
10964,51,Other,Mumbai,Tamil Nadu,Platinum,416217.07,Manager,Master,Married,1,Tablet,4.6,7.11,40,2,4,8,4682.02,711667.04,0.63,20,0.29,Sports,COD,0,9,4,3.74,3514,4.82,0.92,0.67,12,120,235,0.84,0,0,0
